Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Cyprus;38;2021-09-21;188;236,3;2019-09-24;266;-29,32%;-21,09%;2020-09-22;94
Cyprus;38;2021-09-22;242;234,6;2019-09-25;319;-24,14%;-21,02%;2020-09-23;152
Cyprus;38;2021-09-23;225;236,3;2019-09-26;263;-14,45%;-19,71%;2020-09-24;101
Cyprus;38;2021-09-24;208;233,6;2019-09-27;286;-27,27%;-20,82%;2020-09-25;129
Cyprus;38;2021-09-25;283;234,9;2019-09-28;312;-9,29%;-20,43%;2020-09-26;143
Cyprus;38;2021-09-26;293;237,1;2019-09-29;316;-7,28%;-19,26%;2020-09-27;158
Cyprus;39;2021-09-27;210;235,6;2019-09-30;303;-30,69%;-20,15%;2020-09-28;106
Cyprus;39;2021-09-28;194;236,4;2019-10-01;265;-26,79%;-19,82%;2020-09-29;103
Cyprus;39;2021-09-29;251;237,7;2019-10-02;318;-21,07%;-19,34%;2020-09-30;153
Cyprus;39;2021-09-30;236;239,3;2019-10-03;252;-6,35%;-18,37%;2020-10-01;124
Cyprus;39;2021-10-01;225;241,7;2019-10-04;269;-16,36%;-16,86%;2020-10-02;123
Cyprus;39;2021-10-02;306;245;2019-10-05;314;-2,55%;-15,81%;2020-10-03;142
Cyprus;39;2021-10-03;287;244,1;2019-10-06;302;-4,97%;-15,52%;2020-10-04;143
Cyprus;40;2021-10-04;231;247,1;2019-10-07;282;-18,09%;-13,59%;2020-10-05;101
Cyprus;40;2021-10-05;191;246,7;2019-10-08;220;-13,18%;-11,75%;2020-10-06;76
Cyprus;40;2021-10-06;253;247;2019-10-09;284;-10,92%;-10,09%;2020-10-07;133
Cyprus;40;2021-10-07;235;246,9;2019-10-10;257;-8,56%;-10,37%;2020-10-08;108
Cyprus;40;2021-10-08;242;249,3;2019-10-11;274;-11,68%;-9,73%;2020-10-09;105
Cyprus;40;2021-10-09;303;248,9;2019-10-12;322;-5,90%;-10,25%;2020-10-10;165
Cyprus;40;2021-10-10;294;249,9;2019-10-13;319;-7,84%;-10,67%;2020-10-11;139
Cyprus;41;2021-10-11;223;248,7;2019-10-14;286;-22,03%;-11,26%;2020-10-12;87
Czech Republic;53;2021-01-01;54;99,1;2019-01-04;405;-86,67%;-73,72%;2020-01-03;434
Czech Republic;53;2021-01-02;90;96,7;2019-01-05;313;-71,25%;-74,27%;2020-01-04;330
Czech Republic;53;2021-01-03;122;97,9;2019-01-06;391;-68,80%;-73,74%;2020-01-05;425
Czech Republic;1;2021-01-04;108;96,7;2019-01-07;370;-70,81%;-73,60%;2020-01-06;429
Czech Republic;1;2021-01-05;98;94,4;2019-01-08;330;-70,30%;-74,51%;2020-01-07;341
Czech Republic;1;2021-01-06;80;88,3;2019-01-09;328;-75,61%;-76,28%;2020-01-08;342
Czech Republic;1;2021-01-07;92;92;2019-01-10;366;-74,86%;-74,27%;2020-01-09;363
Czech Republic;1;2021-01-08;116;100,9;2019-01-11;397;-70,78%;-71,70%;2020-01-10;421
Czech Republic;1;2021-01-09;84;100;2019-01-12;243;-65,43%;-71,13%;2020-01-11;253
Czech Republic;1;2021-01-10;97;96,4;2019-01-13;353;-72,52%;-71,72%;2020-01-12;382
Czech Republic;2;2021-01-11;108;96,4;2019-01-14;368;-70,65%;-71,70%;2020-01-13;405
Czech Republic;2;2021-01-12;87;94,9;2019-01-15;332;-73,80%;-72,18%;2020-01-14;329
Czech Republic;2;2021-01-13;98;97,4;2019-01-16;340;-71,18%;-71,57%;2020-01-15;345
Czech Republic;2;2021-01-14;101;98,7;2019-01-17;405;-75,06%;-71,66%;2020-01-16;425
Czech Republic;2;2021-01-15;111;98;2019-01-18;410;-72,93%;-72,01%;2020-01-17;427
Czech Republic;2;2021-01-16;79;97,3;2019-01-19;265;-70,19%;-72,46%;2020-01-18;246
Czech Republic;2;2021-01-17;85;95,6;2019-01-20;348;-75,57%;-72,89%;2020-01-19;366
Czech Republic;3;2021-01-18;75;90,9;2019-01-21;387;-80,62%;-74,43%;2020-01-20;377
Czech Republic;3;2021-01-19;82;90,1;2019-01-22;316;-74,05%;-74,46%;2020-01-21;328
Czech Republic;3;2021-01-20;125;94;2019-01-23;341;-63,34%;-73,38%;2020-01-22;340
Czech Republic;3;2021-01-21;129;98;2019-01-24;400;-67,75%;-72,19%;2020-01-23;387
Czech Republic;3;2021-01-22;130;100,7;2019-01-25;416;-68,75%;-71,49%;2020-01-24;421
Czech Republic;3;2021-01-23;51;96,7;2019-01-26;242;-78,93%;-72,37%;2020-01-25;253
Czech Republic;3;2021-01-24;75;95,3;2019-01-27;338;-77,81%;-72,66%;2020-01-26;361
Czech Republic;4;2021-01-25;102;99,1;2019-01-28;367;-72,21%;-71,32%;2020-01-27;391
Czech Republic;4;2021-01-26;83;99,3;2019-01-29;325;-74,46%;-71,39%;2020-01-28;321
Czech Republic;4;2021-01-27;117;98,1;2019-01-30;355;-67,04%;-71,88%;2020-01-29;323
Czech Republic;4;2021-01-28;118;96,6;2019-01-31;408;-71,08%;-72,42%;2020-01-30;374
Czech Republic;4;2021-01-29;93;91,3;2019-02-01;400;-76,75%;-73,76%;2020-01-31;405
Czech Republic;4;2021-01-30;65;93,3;2019-02-02;256;-74,61%;-73,34%;2020-02-01;260
Czech Republic;4;2021-01-31;108;98;2019-02-03;277;-61,01%;-71,27%;2020-02-02;376
Czech Republic;5;2021-02-01;112;99,4;2019-02-04;403;-72,21%;-71,29%;2020-02-03;381
Czech Republic;5;2021-02-02;93;100,9;2019-02-05;351;-73,50%;-71,18%;2020-02-04;329
Czech Republic;5;2021-02-03;117;100,9;2019-02-06;361;-67,59%;-71,25%;2020-02-05;332
Czech Republic;5;2021-02-04;113;100,1;2019-02-07;430;-73,72%;-71,71%;2020-02-06;391
Czech Republic;5;2021-02-05;116;103,4;2019-02-08;409;-71,64%;-70,89%;2020-02-07;414
Czech Republic;5;2021-02-06;61;102,9;2019-02-09;271;-77,49%;-71,22%;2020-02-08;275
Czech Republic;5;2021-02-07;65;96,7;2019-02-10;355;-81,69%;-73,76%;2020-02-09;349
Czech Republic;6;2021-02-08;63;89,7;2019-02-11;397;-84,13%;-75,60%;2020-02-10;333
Czech Republic;6;2021-02-09;70;86,4;2019-02-12;333;-78,98%;-76,33%;2020-02-11;320
Czech Republic;6;2021-02-10;116;86,3;2019-02-13;367;-68,39%;-76,42%;2020-02-12;339
Czech Republic;6;2021-02-11;88;82,7;2019-02-14;417;-78,90%;-77,29%;2020-02-13;415
Czech Republic;6;2021-02-12;110;81,9;2019-02-15;452;-75,66%;-77,89%;2020-02-14;442
Czech Republic;6;2021-02-13;107;88,4;2019-02-16;305;-64,92%;-76,43%;2020-02-15;291
Czech Republic;6;2021-02-14;87;91,6;2019-02-17;360;-75,83%;-75,64%;2020-02-16;361
Czech Republic;7;2021-02-15;91;95,6;2019-02-18;398;-77,14%;-74,58%;2020-02-17;381
Czech Republic;7;2021-02-16;64;94,7;2019-02-19;361;-82,27%;-75,08%;2020-02-18;338
Czech Republic;7;2021-02-17;94;91,6;2019-02-20;354;-73,45%;-75,78%;2020-02-19;396
Czech Republic;7;2021-02-18;129;97,4;2019-02-21;413;-68,77%;-74,20%;2020-02-20;415
Czech Republic;7;2021-02-19;125;99,6;2019-02-22;426;-70,66%;-73,37%;2020-02-21;426
Czech Republic;7;2021-02-20;97;98,1;2019-02-23;315;-69,21%;-73,85%;2020-02-22;291
Czech Republic;7;2021-02-21;86;98;2019-02-24;395;-78,23%;-74,23%;2020-02-23;394
Czech Republic;8;2021-02-22;100;99,3;2019-02-25;425;-76,47%;-74,15%;2020-02-24;397
Czech Republic;8;2021-02-23;102;104,7;2019-02-26;349;-70,77%;-72,62%;2020-02-25;358
Czech Republic;8;2021-02-24;116;107,9;2019-02-27;358;-67,60%;-71,84%;2020-02-26;373
Czech Republic;8;2021-02-25;143;109,9;2019-02-28;438;-67,35%;-71,58%;2020-02-27;407
Czech Republic;8;2021-02-26;128;110,3;2019-03-01;436;-70,64%;-71,58%;2020-02-28;419
Czech Republic;8;2021-02-27;88;109;2019-03-02;311;-71,70%;-71,87%;2020-02-29;268
Czech Republic;8;2021-02-28;104;111,6;2019-03-03;389;-73,26%;-71,14%;2020-03-01;393
Czech Republic;9;2021-03-01;95;110,9;2019-03-04;396;-76,01%;-71,01%;2020-03-02;395
Czech Republic;9;2021-03-02;93;109,6;2019-03-05;368;-74,73%;-71,55%;2020-03-03;338
Czech Republic;9;2021-03-03;110;108,7;2019-03-06;405;-72,84%;-72,26%;2020-03-04;379
Czech Republic;9;2021-03-04;120;105,4;2019-03-07;450;-73,33%;-73,21%;2020-03-05;410
Czech Republic;9;2021-03-05;113;103,3;2019-03-08;466;-75,75%;-74,04%;2020-03-06;429
Czech Republic;9;2021-03-06;118;107,6;2019-03-09;290;-59,31%;-72,76%;2020-03-07;267
Czech Republic;9;2021-03-07;101;107,1;2019-03-10;370;-72,70%;-72,68%;2020-03-08;391
Czech Republic;10;2021-03-08;102;108,1;2019-03-11;421;-75,77%;-72,67%;2020-03-09;398
Czech Republic;10;2021-03-09;111;110,7;2019-03-12;389;-71,47%;-72,23%;2020-03-10;327
Czech Republic;10;2021-03-10;138;114,7;2019-03-13;403;-65,76%;-71,21%;2020-03-11;318
Czech Republic;10;2021-03-11;95;111,1;2019-03-14;426;-77,70%;-71,86%;2020-03-12;367
Czech Republic;10;2021-03-12;100;109,3;2019-03-15;462;-78,35%;-72,29%;2020-03-13;388
Czech Republic;10;2021-03-13;80;103,9;2019-03-16;306;-73,86%;-73,82%;2020-03-14;227
Czech Republic;10;2021-03-14;79;100,7;2019-03-17;403;-80,40%;-74,91%;2020-03-15;262
Czech Republic;11;2021-03-15;96;99,9;2019-03-18;447;-78,52%;-75,35%;2020-03-16;158
Czech Republic;11;2021-03-16;89;96,7;2019-03-19;369;-75,88%;-75,96%;2020-03-17;153
Czech Republic;11;2021-03-17;109;92,6;2019-03-20;403;-72,95%;-76,99%;2020-03-18;157
Czech Republic;11;2021-03-18;109;94,6;2019-03-21;477;-77,15%;-76,91%;2020-03-19;147
Czech Republic;11;2021-03-19;94;93,7;2019-03-22;481;-80,46%;-77,27%;2020-03-20;102
Czech Republic;11;2021-03-20;79;93,6;2019-03-23;316;-75,00%;-77,38%;2020-03-21;47
Czech Republic;11;2021-03-21;79;93,6;2019-03-24;396;-80,05%;-77,33%;2020-03-22;73
Czech Republic;12;2021-03-22;118;96,7;2019-03-25;434;-72,81%;-76,46%;2020-03-23;69
Czech Republic;12;2021-03-23;89;96,7;2019-03-26;371;-76,01%;-76,48%;2020-03-24;68
Czech Republic;12;2021-03-24;134;100,3;2019-03-27;389;-65,55%;-75,49%;2020-03-25;78
Czech Republic;12;2021-03-25;144;105,3;2019-03-28;456;-68,42%;-74,08%;2020-03-26;63
Czech Republic;12;2021-03-26;146;112,7;2019-03-29;478;-69,46%;-72,22%;2020-03-27;73
Czech Republic;12;2021-03-27;95;115;2019-03-30;323;-70,59%;-71,72%;2020-03-28;45
Czech Republic;12;2021-03-28;118;120,6;2019-03-31;419;-71,84%;-70,59%;2020-03-29;28
Czech Republic;13;2021-03-29;109;119,3;2019-04-01;450;-75,78%;-71,07%;2020-03-30;33
Czech Republic;13;2021-03-30;131;125,3;2019-04-02;413;-68,28%;-70,05%;2020-03-31;37
Czech Republic;13;2021-03-31;152;127,9;2019-04-03;440;-65,45%;-69,96%;2020-04-01;62
Czech Republic;13;2021-04-01;154;129,3;2019-04-04;475;-67,58%;-69,81%;2020-04-02;75
Czech Republic;13;2021-04-02;110;124,1;2019-04-05;485;-77,32%;-71,08%;2020-04-03;61
Czech Republic;13;2021-04-03;64;119,7;2019-04-06;333;-80,78%;-72,21%;2020-04-04;33
Czech Republic;13;2021-04-04;88;115,4;2019-04-07;424;-79,25%;-73,25%;2020-04-05;42
Czech Republic;14;2021-04-05;80;111,3;2019-04-08;454;-82,38%;-74,24%;2020-04-06;60
Czech Republic;14;2021-04-06;99;106,7;2019-04-09;420;-76,43%;-75,35%;2020-04-07;50
Czech Republic;14;2021-04-07;114;101,3;2019-04-10;461;-75,27%;-76,77%;2020-04-08;56
Czech Republic;14;2021-04-08;117;96;2019-04-11;479;-75,57%;-78,01%;2020-04-09;66
Czech Republic;14;2021-04-09;179;105,9;2019-04-12;507;-64,69%;-75,93%;2020-04-10;54
Czech Republic;14;2021-04-10;106;111,9;2019-04-13;363;-70,80%;-74,81%;2020-04-11;21
Czech Republic;14;2021-04-11;127;117,4;2019-04-14;417;-69,54%;-73,49%;2020-04-12;21
Czech Republic;15;2021-04-12;96;119,7;2019-04-15;467;-79,44%;-73,09%;2020-04-13;24
Czech Republic;15;2021-04-13;106;120,7;2019-04-16;441;-75,96%;-73,05%;2020-04-14;52
Czech Republic;15;2021-04-14;130;123;2019-04-17;472;-72,46%;-72,63%;2020-04-15;64
Czech Republic;15;2021-04-15;128;124,6;2019-04-18;500;-74,40%;-72,47%;2020-04-16;59
Czech Republic;15;2021-04-16;128;117,3;2019-04-19;487;-73,72%;-73,91%;2020-04-17;50
Czech Republic;15;2021-04-17;90;115;2019-04-20;350;-74,29%;-74,31%;2020-04-18;32
Czech Republic;15;2021-04-18;107;112,1;2019-04-21;398;-73,12%;-74,80%;2020-04-19;25
Czech Republic;16;2021-04-19;134;117,6;2019-04-22;473;-71,67%;-73,63%;2020-04-20;61
Czech Republic;16;2021-04-20;126;120,4;2019-04-23;435;-71,03%;-72,94%;2020-04-21;52
Czech Republic;16;2021-04-21;118;118,7;2019-04-24;428;-72,43%;-72,94%;2020-04-22;57
Czech Republic;16;2021-04-22;154;122,4;2019-04-25;484;-68,18%;-71,95%;2020-04-23;65
Czech Republic;16;2021-04-23;162;127,3;2019-04-26;498;-67,47%;-70,94%;2020-04-24;67
Czech Republic;16;2021-04-24;83;126,3;2019-04-27;362;-77,07%;-71,28%;2020-04-25;36
Czech Republic;16;2021-04-25;109;126,6;2019-04-28;428;-74,53%;-71,49%;2020-04-26;32
Czech Republic;17;2021-04-26;122;124,9;2019-04-29;459;-73,42%;-71,75%;2020-04-27;66
Czech Republic;17;2021-04-27;131;125,6;2019-04-30;455;-71,21%;-71,77%;2020-04-28;69
Czech Republic;17;2021-04-28;127;126,9;2019-05-01;420;-69,76%;-71,41%;2020-04-29;63
Czech Republic;17;2021-04-29;152;126,6;2019-05-02;480;-68,33%;-71,44%;2020-04-30;64
Czech Republic;17;2021-04-30;164;126,9;2019-05-03;495;-66,87%;-71,35%;2020-05-01;45
Czech Republic;17;2021-05-01;104;129,9;2019-05-04;375;-72,27%;-70,79%;2020-05-02;26
Czech Republic;17;2021-05-02;95;127,9;2019-05-05;448;-78,79%;-71,42%;2020-05-03;23
Czech Republic;18;2021-05-03;123;128;2019-05-06;473;-74,00%;-71,52%;2020-05-04;68
Czech Republic;18;2021-05-04;105;124,3;2019-05-07;455;-76,92%;-72,35%;2020-05-05;51
Czech Republic;18;2021-05-05;126;124,1;2019-05-08;452;-72,12%;-72,66%;2020-05-06;56
Czech Republic;18;2021-05-06;152;124,1;2019-05-09;476;-68,07%;-72,62%;2020-05-07;77
Czech Republic;18;2021-05-07;163;124;2019-05-10;511;-68,10%;-72,79%;2020-05-08;44
Czech Republic;18;2021-05-08;112;125,1;2019-05-11;389;-71,21%;-72,66%;2020-05-09;29
Czech Republic;18;2021-05-09;144;132,1;2019-05-12;463;-68,90%;-71,26%;2020-05-10;47
Czech Republic;19;2021-05-10;138;134,3;2019-05-13;504;-72,62%;-71,08%;2020-05-11;31
Czech Republic;19;2021-05-11;169;143,4;2019-05-14;438;-61,42%;-68,95%;2020-05-12;63
Czech Republic;19;2021-05-12;152;147,1;2019-05-15;476;-68,07%;-68,38%;2020-05-13;54
Czech Republic;19;2021-05-13;135;144,7;2019-05-16;499;-72,95%;-69,12%;2020-05-14;55
Czech Republic;19;2021-05-14;182;147,4;2019-05-17;538;-66,17%;-68,79%;2020-05-15;79
Czech Republic;19;2021-05-15;112;147,4;2019-05-18;401;-72,07%;-68,91%;2020-05-16;31
Czech Republic;19;2021-05-16;139;146,7;2019-05-19;471;-70,49%;-69,13%;2020-05-17;54
Czech Republic;20;2021-05-17;140;147;2019-05-20;515;-72,82%;-69,17%;2020-05-18;52
Czech Republic;20;2021-05-18;144;143,4;2019-05-21;432;-66,67%;-69,87%;2020-05-19;64
Czech Republic;20;2021-05-19;169;145,9;2019-05-22;479;-64,72%;-69,39%;2020-05-20;85
Czech Republic;20;2021-05-20;186;153,1;2019-05-23;521;-64,30%;-68,07%;2020-05-21;95
Czech Republic;20;2021-05-21;197;155,3;2019-05-24;546;-63,92%;-67,70%;2020-05-22;67
Czech Republic;20;2021-05-22;110;155;2019-05-25;407;-72,97%;-67,81%;2020-05-23;39
Czech Republic;20;2021-05-23;141;155,3;2019-05-26;487;-71,05%;-67,91%;2020-05-24;58
Czech Republic;21;2021-05-24;171;159,7;2019-05-27;511;-66,54%;-66,95%;2020-05-25;63
Czech Republic;21;2021-05-25;147;160,1;2019-05-28;461;-68,11%;-67,15%;2020-05-26;72
Czech Republic;21;2021-05-26;193;163,6;2019-05-29;513;-62,38%;-66,77%;2020-05-27;67
Czech Republic;21;2021-05-27;208;166,7;2019-05-30;545;-61,83%;-66,37%;2020-05-28;79
Czech Republic;21;2021-05-28;180;164,3;2019-05-31;564;-68,09%;-67,03%;2020-05-29;74
Czech Republic;21;2021-05-29;137;168,1;2019-06-01;476;-71,22%;-66,91%;2020-05-30;38
Czech Republic;21;2021-05-30;173;172,7;2019-06-02;526;-67,11%;-66,38%;2020-05-31;44
Czech Republic;22;2021-05-31;176;173,4;2019-06-03;580;-69,66%;-66,88%;2020-06-01;81
Czech Republic;22;2021-06-01;170;176,7;2019-06-04;553;-69,26%;-67,07%;2020-06-02;73
Czech Republic;22;2021-06-02;220;180,6;2019-06-05;544;-59,56%;-66,63%;2020-06-03;83
Czech Republic;22;2021-06-03;202;179,7;2019-06-06;577;-64,99%;-67,07%;2020-06-04;95
Czech Republic;22;2021-06-04;225;186,1;2019-06-07;637;-64,68%;-66,53%;2020-06-05;80
Czech Republic;22;2021-06-05;163;189,9;2019-06-08;504;-67,66%;-66,11%;2020-06-06;47
Czech Republic;22;2021-06-06;186;191,7;2019-06-09;556;-66,55%;-66,03%;2020-06-07;53
Czech Republic;23;2021-06-07;173;191,3;2019-06-10;573;-69,81%;-66,05%;2020-06-08;86
Czech Republic;23;2021-06-08;197;195,1;2019-06-11;556;-64,57%;-65,39%;2020-06-09;76
Czech Republic;23;2021-06-09;216;194,6;2019-06-12;549;-60,66%;-65,54%;2020-06-10;67
Czech Republic;23;2021-06-10;222;197,4;2019-06-13;611;-63,67%;-65,33%;2020-06-11;98
Czech Republic;23;2021-06-11;259;202,3;2019-06-14;651;-60,22%;-64,60%;2020-06-12;115
Czech Republic;23;2021-06-12;182;205;2019-06-15;506;-64,03%;-64,14%;2020-06-13;47
Czech Republic;23;2021-06-13;226;210,7;2019-06-16;559;-59,57%;-63,17%;2020-06-14;52
Czech Republic;24;2021-06-14;212;216,3;2019-06-17;589;-64,01%;-62,35%;2020-06-15;119
Czech Republic;24;2021-06-15;204;217,3;2019-06-18;582;-64,95%;-62,42%;2020-06-16;111
Czech Republic;24;2021-06-16;241;220,9;2019-06-19;548;-56,02%;-61,79%;2020-06-17;113
Czech Republic;24;2021-06-17;254;225,4;2019-06-20;618;-58,90%;-61,07%;2020-06-18;114
Czech Republic;24;2021-06-18;286;229,3;2019-06-21;637;-55,10%;-60,26%;2020-06-19;116
Czech Republic;24;2021-06-19;213;233,7;2019-06-22;505;-57,82%;-59,48%;2020-06-20;48
Czech Republic;24;2021-06-20;256;238;2019-06-23;563;-54,53%;-58,78%;2020-06-21;95
Czech Republic;25;2021-06-21;232;240,9;2019-06-24;595;-61,01%;-58,35%;2020-06-22;137
Czech Republic;25;2021-06-22;244;246,6;2019-06-25;593;-58,85%;-57,48%;2020-06-23;134
Czech Republic;25;2021-06-23;260;249,3;2019-06-26;583;-55,40%;-57,38%;2020-06-24;132
Czech Republic;25;2021-06-24;286;253,9;2019-06-27;641;-55,38%;-56,84%;2020-06-25;136
Czech Republic;25;2021-06-25;279;252,9;2019-06-28;670;-58,36%;-57,35%;2020-06-26;139
Czech Republic;25;2021-06-26;215;253,1;2019-06-29;529;-59,36%;-57,55%;2020-06-27;88
Czech Republic;25;2021-06-27;291;258,1;2019-06-30;575;-49,39%;-56,83%;2020-06-28;124
Czech Republic;26;2021-06-28;260;262,1;2019-07-01;603;-56,88%;-56,25%;2020-06-29;135
Czech Republic;26;2021-06-29;249;262,9;2019-07-02;573;-56,54%;-55,92%;2020-06-30;134
Czech Republic;26;2021-06-30;320;271,4;2019-07-03;569;-43,76%;-54,33%;2020-07-01;186
Czech Republic;26;2021-07-01;306;274,3;2019-07-04;628;-51,27%;-53,70%;2020-07-02;216
Czech Republic;26;2021-07-02;341;283,1;2019-07-05;593;-42,50%;-51,30%;2020-07-03;188
Czech Republic;26;2021-07-03;290;293,9;2019-07-06;502;-42,23%;-49,12%;2020-07-04;128
Czech Republic;26;2021-07-04;276;291,7;2019-07-07;568;-51,41%;-49,41%;2020-07-05;177
Czech Republic;27;2021-07-05;197;282,7;2019-07-08;601;-67,22%;-50,94%;2020-07-06;179
Czech Republic;27;2021-07-06;199;275,6;2019-07-09;579;-65,63%;-52,25%;2020-07-07;173
Czech Republic;27;2021-07-07;286;270,7;2019-07-10;595;-51,93%;-53,39%;2020-07-08;197
Czech Republic;27;2021-07-08;254;263,3;2019-07-11;588;-56,80%;-54,22%;2020-07-09;230
Czech Republic;27;2021-07-09;302;257,7;2019-07-12;610;-50,49%;-55,38%;2020-07-10;203
Czech Republic;27;2021-07-10;286;257,1;2019-07-13;489;-41,51%;-55,33%;2020-07-11;128
Czech Republic;27;2021-07-11;299;260,4;2019-07-14;558;-46,42%;-54,65%;2020-07-12;196
Czech Republic;28;2021-07-12;271;271;2019-07-15;608;-55,43%;-52,89%;2020-07-13;209
Czech Republic;28;2021-07-13;237;276,4;2019-07-16;579;-59,07%;-51,95%;2020-07-14;202
Czech Republic;28;2021-07-14;281;275,7;2019-07-17;567;-50,44%;-51,74%;2020-07-15;225
Czech Republic;28;2021-07-15;301;282,4;2019-07-18;606;-50,33%;-50,78%;2020-07-16;198
Czech Republic;28;2021-07-16;344;288,4;2019-07-19;619;-44,43%;-49,85%;2020-07-17;239
Czech Republic;28;2021-07-17;279;287,4;2019-07-20;513;-45,61%;-50,32%;2020-07-18;131
Czech Republic;28;2021-07-18;319;290,3;2019-07-21;565;-43,54%;-49,91%;2020-07-19;192
Czech Republic;29;2021-07-19;284;292,1;2019-07-22;577;-50,78%;-49,21%;2020-07-20;213
Czech Republic;29;2021-07-20;278;298;2019-07-23;586;-52,56%;-48,28%;2020-07-21;202
Czech Republic;29;2021-07-21;313;302,6;2019-07-24;568;-44,89%;-47,50%;2020-07-22;220
Czech Republic;29;2021-07-22;317;304,9;2019-07-25;568;-44,19%;-46,60%;2020-07-23;220
Czech Republic;29;2021-07-23;336;303,7;2019-07-26;613;-45,19%;-46,72%;2020-07-24;269
Czech Republic;29;2021-07-24;301;306,9;2019-07-27;491;-38,70%;-45,87%;2020-07-25;148
Czech Republic;29;2021-07-25;319;306,9;2019-07-28;568;-43,84%;-45,91%;2020-07-26;187
Czech Republic;30;2021-07-26;260;303,4;2019-07-29;570;-54,39%;-46,42%;2020-07-27;202
Czech Republic;30;2021-07-27;245;298,7;2019-07-30;562;-56,41%;-46,93%;2020-07-28;172
Czech Republic;30;2021-07-28;313;298,7;2019-07-31;543;-42,36%;-46,59%;2020-07-29;201
Czech Republic;30;2021-07-29;312;298;2019-08-01;593;-47,39%;-47,06%;2020-07-30;208
Czech Republic;30;2021-07-30;353;300,4;2019-08-02;604;-41,56%;-46,50%;2020-07-31;254
Czech Republic;30;2021-07-31;318;302,9;2019-08-03;500;-36,40%;-46,19%;2020-08-01;182
Czech Republic;30;2021-08-01;305;300,9;2019-08-04;571;-46,58%;-46,59%;2020-08-02;238
Czech Republic;31;2021-08-02;275;303;2019-08-05;557;-50,63%;-46,03%;2020-08-03;190
Czech Republic;31;2021-08-03;258;304,9;2019-08-06;555;-53,51%;-45,60%;2020-08-04;192
Czech Republic;31;2021-08-04;304;303,6;2019-08-07;536;-43,28%;-45,74%;2020-08-05;217
Czech Republic;31;2021-08-05;317;304,3;2019-08-08;603;-47,43%;-45,75%;2020-08-06;223
Czech Republic;31;2021-08-06;307;297,7;2019-08-09;598;-48,66%;-46,84%;2020-08-07;235
Czech Republic;31;2021-08-07;286;293,1;2019-08-10;504;-43,25%;-47,71%;2020-08-08;196
Czech Republic;31;2021-08-08;337;297,7;2019-08-11;574;-41,29%;-46,93%;2020-08-09;233
Czech Republic;32;2021-08-09;280;298,4;2019-08-12;570;-50,88%;-46,98%;2020-08-10;221
Czech Republic;32;2021-08-10;266;299,6;2019-08-13;579;-54,06%;-47,10%;2020-08-11;190
Czech Republic;32;2021-08-11;319;301,7;2019-08-14;545;-41,47%;-46,84%;2020-08-12;193
Czech Republic;32;2021-08-12;301;299,4;2019-08-15;608;-50,49%;-47,31%;2020-08-13;215
Czech Republic;32;2021-08-13;322;301,6;2019-08-16;622;-48,23%;-47,25%;2020-08-14;221
Czech Republic;32;2021-08-14;303;304;2019-08-17;511;-40,70%;-46,92%;2020-08-15;200
Czech Republic;32;2021-08-15;343;304,9;2019-08-18;575;-40,35%;-46,78%;2020-08-16;230
Czech Republic;33;2021-08-16;295;307;2019-08-19;586;-49,66%;-46,62%;2020-08-17;222
Czech Republic;33;2021-08-17;257;305,7;2019-08-20;571;-54,99%;-46,74%;2020-08-18;178
Czech Republic;33;2021-08-18;312;304,7;2019-08-21;573;-45,55%;-47,28%;2020-08-19;212
Czech Republic;33;2021-08-19;316;306,9;2019-08-22;597;-47,07%;-46,77%;2020-08-20;227
Czech Republic;33;2021-08-20;364;312,9;2019-08-23;623;-41,57%;-45,74%;2020-08-21;261
Czech Republic;33;2021-08-21;319;315,1;2019-08-24;499;-36,07%;-45,18%;2020-08-22;178
Czech Republic;33;2021-08-22;356;317;2019-08-25;587;-39,35%;-45,02%;2020-08-23;243
Czech Republic;34;2021-08-23;288;316;2019-08-26;603;-52,24%;-45,42%;2020-08-24;223
Czech Republic;34;2021-08-24;268;317,6;2019-08-27;577;-53,55%;-45,23%;2020-08-25;194
Czech Republic;34;2021-08-25;331;320,3;2019-08-28;551;-39,93%;-44,46%;2020-08-26;182
Czech Republic;34;2021-08-26;329;322,1;2019-08-29;607;-45,80%;-44,28%;2020-08-27;229
Czech Republic;34;2021-08-27;335;318;2019-08-30;647;-48,22%;-45,32%;2020-08-28;258
Czech Republic;34;2021-08-28;291;314;2019-08-31;514;-43,39%;-46,21%;2020-08-29;171
Czech Republic;34;2021-08-29;335;311;2019-09-01;612;-45,26%;-47,04%;2020-08-30;249
Czech Republic;35;2021-08-30;308;313,9;2019-09-02;584;-47,26%;-46,31%;2020-08-31;234
Czech Republic;35;2021-08-31;259;312,6;2019-09-03;574;-54,88%;-46,49%;2020-09-01;214
Czech Republic;35;2021-09-01;332;312,7;2019-09-04;566;-41,34%;-46,66%;2020-09-02;241
Czech Republic;35;2021-09-02;344;314,9;2019-09-05;603;-42,95%;-46,24%;2020-09-03;258
Czech Republic;35;2021-09-03;378;321;2019-09-06;618;-38,83%;-44,80%;2020-09-04;277
Czech Republic;35;2021-09-04;314;324,3;2019-09-07;508;-38,19%;-44,16%;2020-09-05;195
Czech Republic;35;2021-09-05;345;325,7;2019-09-08;564;-38,83%;-43,24%;2020-09-06;232
